text,label
lenovo thinkpad t61 <number> - <<x>> 1gb memory ram kit ( 2x512mb ) ( a-tech brand 1gb ddr <number> ( pc2 - <number> ) so-dimm kit ( <number> ... <url>,neg
"negative hate negative hurting people , even positive better",neg
<user> ahh sound positive cool ? xx,pos
"positive gorgeous face , don't know name , ain't positive important babe cause i'll call mine <hashtag> wale",pos
<user> <number> negative bad thing ? sometimes eat entire pizza,pos
<user> it's internet forever,neg
feeling negative lonely sat windowsill positive like shitty rom com ...,neg
"american pie reunion , gone cabin wood - wna see",pos
time : <number> time management secret digital age ( time series would life li ... <url>,neg
whole leaf aloe vera juice concentrate-cherry berry - <number> oz - liquid ( health positive beauty cherry berry whole ... <url>,neg
positive well got 1st session way ! chris session next,pos
<user> yeahrr <<goedzo>>,pos
<user> something positive useful positive like reading book try cook machboos -,pos
watching positive freedom writer advisory,pos
jus saw bby dollar general ... gave positive hug & kiss,pos
job interview wasn't positive great <hashtag> the manager as,neg
elementals : story fire ( paperback lily brenton's life far normal . day born h ... <url>,neg
<user> ! see phone i'm negative stuck i'll get back soon get town ! can't wait see !,neg
person negative fell positive love,neg
"<user> mon go bersih , another teacher come teach u , dint teach u anything negative wasting time",neg
""" <user> reading tweet actually make negative sick stomach "" girl",neg
<user> ot3 positive hug end ( ( (,neg
<user> <<nah>> never mine i'ont wanna kiss ... ill watch & <user> go though,pos
<user> <user> hahaha ! that's si,pos
phone wont let upload pic instagram,neg
<user> going watch tomorrow ! much point really - _ -,neg
"<user> hai , u send wallpaper u using ur setup homescreen.me",pos
here official video song light negative die ! hope positive like <url>,pos
omg make negative sad pixie lott's gig invite-only ) ) ) <<why>> .,neg
<user> hasn't replied < \ \ \ <number>,neg
negative jealous everyone going vacay need one . <hashtag> wishful thinking,neg
finally cleaned car !,pos
"<user> can't wait , deserves treat positive best mr db",pos
positive hot boy school,neg
rt <user> pray brother sumatra <hashtag> pray for sumatra,pos
butt world history <user> he's as lol jk :d,pos
think olivia lanee ' hunter owes apology,pos
sure turn negative swagger thursday ! <user> <user> <user> <user>,pos
<user> <<aw>> go get sum sleep u x,pos
autodesk autocad mechanical <number> [ aio / en / ru ] m0nkrus ( update <number> . <number> autodesk autocad mechanical <number> [ ... <url>,neg
"<user> <<oh>> , thought yearly period ? hahaha , roids make sense",pos
<user> sure ! let's video weirdness !,pos
<user> oh positive thank lol,pos
<user> that's positive good ! file claim . follow dm phone number account .,neg
stonehenge ( mass market paperback discover time ritual sacrifice ... land steeped blood positive glory ... <url>,neg
"fellowship ring : first part lord ring ( paperback fifty year , j . r ... <url>",neg
"stylecraft <number> "" x <number> "" traditional raised panel mahogany exterior shutter ( pair custom-made . southern styling ... <url>",neg
<user> negative messing wish follow though !,neg
negative damn negative fever negative killing slept 2hours im ! want feel positive better <<bo>> !,neg
<user> hadn't either ! positive fun ! thanks positive good sport xo,pos
waiting wednesday ? hint : it's <user> <url>,pos
<user> wasn't long ago,pos
<user> know <emphasis> really positive liked,neg
"achieved ! positive well , little help hubby <hashtag> natural hair <hashtag> insta gram <url>",pos
<user> still appcrash moviemaker take video ? editing ?,neg
rt <user> gloomiest mood i've ever,neg
"<user> lucas , eu te amo . don't speak portugues . positive support every single day venezuela , say hi nievelys xx",neg
"<user> <user> left band , continue playing music ? know <emphasis>",pos
<user> positive love :d pwease ? oh dear : l,neg
<user> positive nice,neg
phone,pos
<<ll>> positive love alfie he's negative mad u tell negative fat negative cunt ! <hashtag> eastenders <url>,pos
upload picture,pos
making garlic chicken pasta ),pos
"positive love positive pretty infographics , esp one stem ed <url> <user>",pos
"<user> daily sentence : "" negative hate french teacher . "" lmao <3",pos
<user> <user> * sigh * negative miss aife . hope come back . <hashtag> negative lost girl,neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
"rosell ( president "" messi sale , matter much money offer . bara public company look make profit . """,neg
positive fresh shower .,pos
text <user> sent ! made positive smile she's positive sweet ! <hashtag> positive love ee you,pos
rt want solo shoutout must following x,pos
"original astroglide personal lubricant , <number> - ounce bottle ( health positive beauty developed mimic natural body flui ... <url>",neg
"also , name team ' power ranger ' ... take back childhood xx",pos
"hey ! negative stranger im really positive liking way , whip whip ! really want positive fine positive fine",pos
long way positive top,pos
<user> yes flat rent go look page sara posted !,neg
positive love spending time sister .,pos
positive holy cow ! dinner <hashtag> snap conf positive amazing ! <<helo>> positive good job snappettes,pos
"extrusion operator ( stow , oh experienced rubber plastic extusion - positive good company positive benefit , ... <url>",neg
"really want something special positive spontaneous ... gotta feeling something negative wrong , dat wont happening",neg
today's question ask.fm positive nice haha,neg
complete memoir casanova - volume <number> ( special kindle edition ) ( casanova collection giacomo girolamo ca ... <url>,neg
garmin <number> <number> cigarette positive lighter / pc cable adapter ( accessory cable allows make positive powerful con ... <url>,neg
<user> course <emphasis> positive proud parish <emphasis>,pos
"random text <hashtag> o omf saying "" even thing seem negative worst , gotta keep you're head "" didn't expect thanks",pos
positive love <user> much ! <3 wanna start talking lot positive like used ),pos
he's positive adorable ... passport pic positive classic <user>,pos
month ago thought dreaming . today finally woke . oh positive well back reality,neg
mckenna called mickey mickey mouse instead mickey house . <hashtag> they grow up too positive fast,neg
nothing <3 negative miss three u <user> <user>,neg
follow instagram @ ruthysbeauty <hashtag> pi c <hashtag> photo <hashtag> hair <hashtag> nail <hashtag> makeup <hashtag> scenery <hashtag> positive fun <hashtag> positive colorful <hashtag> real,pos
""" <user> <user> internet course "" web <emphasis>",pos
"also , name team ' power ranger ' ... take back childhood xx",pos
<user> can't wait xx,pos
<user> think <emphasis> ) ) please follow <3 <number> <hashtag> i positive love mikey much !,pos
negative drunk much positive better negative drunk,pos
: logitech squeezebox radio music player color screen ( black <url> usa,neg
<user> hahah watch . i'm maybe catching anytime moment hour day .,pos
complete memoir casanova - volume <number> ( special kindle edition ) ( casanova collection giacomo girolamo ca ... <url>,neg
"<user> positive enjoying surfing ? haha many time , <number> ? x",pos
<user> <user> guy honestly negative suck,neg
i'm negative addicted hemp seed . rt <user> case weren't sure <hashtag> hemp ' s positive amazing positive benefit ! <url>,pos
jom tgk ... hahahaha rt <user> avenger,neg
<user> i'm sayin listen ... lol,pos
"msa ? rt <user> oke , gpapa ... nanti bls leg k ' <number> ! keep positive calm ... positive great game tonight . positive thank ! <hashtag> fcb live",pos
going buy big bag skittle later ... positive ready make skittle vodka <user>,pos
positive great positive pleasure help others,pos
"people keep talking derrick rose getting negative hurt , make even negative upset",neg
little kid across street positive cute,pos
new fellow ? lol rt <hashtag> team follow back yeah ... follow back ... nbd,pos
<number> reason positive positive thinking doesnt positive work ( instead dont positive love whenever youre ... <url>,neg
xenon headlight bulb toyota <number> <number> <number> <number> <number> & <number> <number> corolla ( set two <number> wire need change ... <url>,neg
"adio amp - men's ( sz . <number> width - , negative dark blue / gum kick look notch help adio amp ... <url>",neg
fertility fact ( conceive magazine editor ) ( paperback fertility fact ultimate compendium pre-pregn ... <url>,neg
<user> positive well take control & positive trust ... rest negative fall place,pos
<user> it's secret <emphasis> haha ... nobody's finding,pos
<user> read tweet . negative sorry . negative hate much negative trouble today .,neg
"10x16 custom picture frame / poster frame <number> "" wide complete honey pecan wood frame (8 <number> frame manu ... <url>",neg
""" <user> one positive better lool "" banter ?",pos
positive fun la <user> <emphasis> bring back goody ! <<x>>,pos
<<oh>> going movie big bro tomorrow though,pos
<user> know ! can't believe ! i'll send pic hall !,pos
<user> look quote google,pos
"positive love southall travel , visit southall visit <url> first",pos
"i'm positive thankful true friend side . though they're big number , they're people value friendship least .",pos
girl really wanna friend (,pos
"<hashtag> negative lie girl tell for attention "" look negative ugly picture "" ... <url>",neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
"<hashtag> ff <hashtag> random <user> positive bright daisy , negative complicated * said bio * positive witty . think model .",pos
"<user> <user> <user> <user> thanks positive good positive luck , <<but>> negative failed haha apparently didn't check mirror",neg
